100 0.01043
500 0.02323
1000 0.03806
1024 0.03694
4000 0.08655
4096 0.08884
8000 0.13819
8192 0.14585
30000 0.42972
32768 0.46080
60000 0.84951
65536 0.89369
130000 1.74348
131072 1.75014
