100 0.00816
500 0.04305
1000 0.08381
1024 0.08442
4000 0.33056
4096 0.34341
8000 0.69669
8192 0.71658
30000 2.85382
32768 3.14629
60000 5.97489
65536 6.64433
130000 13.78677
131072 13.92899
