100 0.00657
500 0.03391
1000 0.07948
1024 0.08927
4000 0.36427
4096 0.35756
8000 0.77063
8192 0.78631
30000 2.99509
32768 3.46328
60000 6.11747
65536 6.75424
130000 13.47312
131072 15.14707
