100 0.00289
500 0.00795
1000 0.01420
1024 0.01450
4000 0.05257
4096 0.05376
8000 0.10553
8192 0.10674
30000 0.39243
32768 0.42954
60000 0.78355
65536 0.88112
130000 1.69682
131072 1.73487
