100 0.01980
500 0.12159
1000 0.26700
1024 0.26340
4000 1.18437
4096 1.23317
8000 2.52418
8192 2.61185
30000 10.30202
32768 10.94666
60000 20.32646
65536 21.92628
130000 48.68105
131072 49.07408
