100 0.00285
500 0.00797
1000 0.01420
1024 0.01452
4000 0.05263
4096 0.05386
8000 0.10435
8192 0.10805
30000 0.39672
32768 0.45573
60000 0.78758
65536 0.88018
130000 1.71912
131072 1.72238
