100 0.01971
500 0.12147
1000 0.26477
1024 0.25824
4000 1.16465
4096 1.21577
8000 2.47892
8192 2.55921
30000 10.12184
32768 11.04802
60000 21.01433
65536 22.98540
130000 47.65854
131072 48.13041
