100 0.01864
500 0.11588
1000 0.24977
1024 0.25775
4000 1.18238
4096 1.22009
8000 2.50293
8192 2.59454
30000 10.21759
32768 11.13648
60000 21.19385
65536 23.21819
130000 47.56264
131072 45.08433
