100 0.02060
500 0.11403
1000 0.25146
1024 0.03497
4000 1.12286
4096 0.99666
8000 2.51082
8192 2.52050
30000 10.35184
32768 10.91208
60000 12.11114
65536 10.52435
130000 43.07929
131072 50.16605
